participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.cash,player.shares,player.periods_until_auto_buy,player.periods_until_auto_sell,player.shares_transacted,player.trans_cost,player.cash_after_trade,player.interest_earned,player.dividend_earned,player.cash_result,player.shares_result,player.f0,player.f1,player.f2,player.f3,player.fcast_rnd_0,player.fcast_rnd_1,player.fcast_rnd_2,player.fcast_rnd_3,player.forecast_error,player.forecast_reward,player.forecast_bonus_data,player.risk,player.risk_1,player.risk_2,player.risk_3,player.risk_4,player.risk_rh,player.risk_rl,player.risk_sh,player.risk_sl,player.risk_phi_1,player.risk_phi_2,player.risk_phi_3,player.risk_phi_4,player.risk_reward,player.dr,player.dmu,player.dose_r,player.dose_mu,group.id_in_subsession,group.price,group.volume,group.dividend,group.float,group.short,group.is_practice,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,g1xw6t2n,56fa002e8425ef000b3a4276,0,367,368,payment,FinalResultsPage,2024-09-25 18:03:39.435803,1,,,780.39,1,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,12,15,22,14,1,3,6,11,1.0,2.5,,,,1,0,,19.25,0.5,10.0,8.0,35.0,35.0,21.0,28.0,,,,-1.126563655156321,2.929797039559934,1,13.0,10,1.0,68,0,1,1,qmq3iyfo,2024-09-25,,,Market Experiment,0
2,49593iw8,595727e6dff58d0001e5b883,0,367,368,payment,FinalResultsPage,2024-09-25 18:03:39.962668,1,,,750.83,2,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,16,15,10,20,1,3,6,11,3.0,0.0,,,0,0,1,0,19.25,0.5,10.0,8.0,35.0,57.0,73.0,70.0,,,,0.5447911240686477,3.244794978678981,1,13.0,10,1.0,68,0,1,1,qmq3iyfo,2024-09-25,,,Market Experiment,0
3,is7mme82,60d9e7e76cf2ab6d21eb5f99,0,367,368,payment,FinalResultsPage,2024-09-25 18:03:40.165934,1,,,750.74,3,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,5,10,,,1,3,6,11,8.0,0.0,,,,0,,1,19.25,0.5,10.0,8.0,35.0,35.0,57.0,57.0,,,,0.9015438159098879,3.3564840610749846,1,13.0,10,1.0,68,0,1,1,qmq3iyfo,2024-09-25,,,Market Experiment,0
4,09h80zls,66d5d10f4defd1d7b2cdd5c5,0,367,368,payment,FinalResultsPage,2024-09-25 18:03:40.483890,1,,,785.04,4,,0.0,100.0,4,-99,-99,2,-26.0,74.0,3.7,6.0,83.7,6,14,14,18,20,1,3,6,11,1.0,2.5,,,0,0,0,0,19.25,0.5,10.0,8.0,35.0,57.0,73.0,84.0,,,,0.9887234909914421,3.4685248251977425,1,13.0,10,1.0,68,0,1,1,qmq3iyfo,2024-09-25,,,Market Experiment,0
5,6dkx64i1,6658e4f0181c5007b04398cb,0,367,368,payment,FinalResultsPage,2024-09-25 18:03:40.546036,1,,,837.3,5,,0.0,100.0,4,-99,-99,1,-13.0,87.0,4.35,5.0,96.35,5,14,15,16,17,1,3,6,11,1.0,2.5,,,0,0,,0,19.25,0.5,10.0,8.0,35.0,57.0,73.0,73.0,,,,0.6970666428742626,3.1903756360130906,1,13.0,10,1.0,68,0,1,1,qmq3iyfo,2024-09-25,,,Market Experiment,0
6,jb0hjz7x,66bcc667ba1619c089fecbbb,0,367,368,payment,FinalResultsPage,2024-09-25 18:03:40.532383,1,,,824.2,6,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,15,14,16,21,1,3,6,11,2.0,2.5,,,,0,1,0,19.25,0.5,10.0,8.0,35.0,35.0,57.0,46.0,,,,-0.04571610153507593,2.991074416235589,1,13.0,10,1.0,68,0,1,1,qmq3iyfo,2024-09-25,,,Market Experiment,0
7,qkvoqed5,66366f1058966314508ed6e4,0,367,368,payment,FinalResultsPage,2024-09-25 18:03:41.729040,1,,,820.54,7,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,15,20,15,35,1,3,6,11,2.0,2.5,,,0,1,1,0,19.25,0.5,10.0,8.0,35.0,57.0,46.0,41.0,,,,-0.16596158972904831,3.049685374491532,1,13.0,10,1.0,68,0,1,1,qmq3iyfo,2024-09-25,,,Market Experiment,0
8,evupemzj,5bdfb648484288000130dad0,0,367,368,payment,FinalResultsPage,2024-09-25 18:03:41.961343,1,,,657.17,8,,0.0,100.0,4,-99,-99,-4,52.0,152.0,7.6,0.0,159.6,0,30,25,31,41,1,3,6,11,17.0,0.0,,,0,1,1,1,19.25,0.5,10.0,8.0,35.0,57.0,46.0,41.0,,,,0.09408240334711647,2.9229327798469047,1,13.0,10,1.0,68,0,1,1,qmq3iyfo,2024-09-25,,,Market Experiment,0
9,4rxdv0ll,66d36598db306c67c37bde18,0,367,368,payment,FinalResultsPage,2024-09-25 18:03:42.341835,1,,,761.01,9,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,14,14,15,20,1,3,6,11,1.0,2.5,,,0,0,1,1,19.25,0.5,10.0,8.0,35.0,57.0,73.0,70.0,,,,0.9084545749430579,3.114831041577196,1,13.0,10,1.0,68,0,1,1,qmq3iyfo,2024-09-25,,,Market Experiment,0
10,rkxcewoe,66a030cb2b449ce5c9a783f8,0,367,368,payment,FinalResultsPage,2024-09-25 18:03:43.762247,1,,,580.57,10,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,14,4,19,35,1,3,6,11,1.0,2.5,,,,0,1,,19.25,0.5,10.0,8.0,35.0,35.0,57.0,46.0,,,,0.9015438159098879,3.3564840610749846,1,13.0,10,1.0,68,0,1,1,qmq3iyfo,2024-09-25,,,Market Experiment,0
