session,participant,part_label,clicked_button,market_bonus,forecast_bonus,risk_bonus,quiz_bonus,total_bonus,showup,total_payment
lrx4o1bb,fy17psvq,lrx4o1bb_46V,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
txyy1leq,wrenn9ck,6679a7429f703992d1619bdc,1,2.59,0.05,0.85,0.25,3.74,12.0,15.74
txyy1leq,t83zd10p,65a2bc0d60b1e46f4e1d3cc8,1,4.15,0.01,0.85,1.0,6.01,12.0,18.01
txyy1leq,fcf1porn,56f9364e895094000c8f4967,1,2.35,0.0,1.05,0.5,3.9,12.0,15.9
txyy1leq,rlcm0yxf,6605c7c89ba2e71bdfa91861,1,1.79,0.03,1.05,1.0,3.87,12.0,15.87
txyy1leq,ez8jnhcj,56e8bf5a870a8e000b4a8d6e,1,4.67,0.09,0.8,1.25,6.81,12.0,18.81
txyy1leq,q9wdr9aq,665ca5c19424301a3658f79c,1,3.89,0.01,2.02,0.75,6.67,12.0,18.67
txyy1leq,f6jajazm,r0fz6tf4_57R,1,2.36,0.03,0.07,1.0,3.46,12.0,15.46
txyy1leq,w2xn81n6,559c3b0efdf99b32b6963e81,1,5.37,0.01,1.1,1.25,7.73,12.0,19.73
txyy1leq,xezt3n5d,5c95493ddd325800166f838a,1,3.67,0.03,1.05,0.5,5.25,12.0,17.25
txyy1leq,kcw88hnc,663a63f7d07fee78a65a31a6,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
txyy1leq,autf04bh,664d22bd125af12d9d859875,1,4.01,0.03,1.07,0.75,5.86,12.0,17.86
txyy1leq,8287gzxv,6569e36fbfc7a701e7446cd7,1,3.45,0.0,1.05,0.25,4.75,12.0,16.75
txyy1leq,ixdchnwz,r0fz6tf4_03A,1,3.65,0.0,0.85,1.25,5.75,12.0,17.75
txyy1leq,t9ize4f1,5658000ca9872d0011e1ba26,1,3.7,0.03,1.1,0.75,5.58,12.0,17.58
txyy1leq,2u1gqjh6,660452d6f4aa3a41d687885b,1,2.39,0.05,0.7,0.75,3.89,12.0,15.89
txyy1leq,kvvm8fro,5cc5e72ce3c44e0015fdf990,1,3.77,0.01,1.0,1.25,6.03,12.0,18.03
txyy1leq,2pk7e2gz,r0fz6tf4_25L,1,2.08,0.01,1.85,0.25,4.19,12.0,16.19
txyy1leq,h5ix3yvs,5c3e82e91580e9000122d204,1,3.66,0.0,0.13,0.75,4.54,12.0,16.54
txyy1leq,flx3m3x4,r0fz6tf4_46V,1,3.42,0.05,0.05,1.25,4.77,12.0,16.77
txyy1leq,eqfrom9v,62cd43d66c2dd7ae9ab53ae7,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
txyy1leq,cwuqo5mr,63bd81516745e78ee7f50f7f,1,3.67,0.01,1.0,0.75,5.43,12.0,17.43
txyy1leq,5za4zl5i,65cce024500351e8c8f7ff26,1,3.44,0.01,1.73,0.75,5.93,12.0,17.93
txyy1leq,ewaelmwd,r0fz6tf4_60W,1,2.88,0.03,0.95,0.5,4.36,12.0,16.36
txyy1leq,9iktay63,txyy1leq_68O,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
txyy1leq,93omgedf,txyy1leq_15S,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
txyy1leq,4r1eou85,txyy1leq_42O,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
txyy1leq,05edw60k,txyy1leq_03P,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
txyy1leq,rac0qwhm,txyy1leq_31I,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
txyy1leq,su116ylo,txyy1leq_05P,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
txyy1leq,538phyek,txyy1leq_09V,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
